Dealership,Season,Car,Buyer,Buyer_Age,Price,Buyer_Income
San Antonio,Fall,Chevrolet,Male,39,45062,59367
LA,Summer,Ram,Male,45,16287,187178
San Diego,Winter,GMC,Female,66,49053,258439
Chicago,Spring,Kia,Female,49,40170,118454
Austin,Spring,Honda,Male,42,31797,167151
Austin,Spring,Ram,Male,71,20548,62280
Austin,Fall,Honda,Male,21,20490,79976
Chicago,Winter,Ford,Male,44,23871,99695
Chicago,Winter,Kia,Male,49,11250,263068
LA,Fall,Ram,Male,71,22601,46667
Chicago,Spring,Hyundai,Male,76,43655,60206
Columbus,Fall,Toyota,Male,65,22866,153077
Houston,Summer,Ford,Male,38,18656,252071
Chicago,Winter,Ram,Male,66,46161,47811
Houston,Summer,Ram,Male,74,46104,235716
Philladephia,Summer,Nissan,Male,59,16132,66574
Philladephia,Fall,Hyundai,Male,74,17699,75349
Houston,Spring,Chevrolet,Male,72,20792,210671
San Antonio,Summer,Ford,Female,68,13954,295841
Seattle,Fall,Ram,Male,16,12034,284746
Philladephia,Spring,Ram,Female,37,47997,147759
Chicago,Fall,Hyundai,Male,31,23224,250236
NYC,Winter,Chevrolet,Female,25,22779,217883
San Antonio,Fall,Subaru,Female,75,44873,77217
Houston,Winter,Ram,Female,52,38294,175485
Columbus,Fall,GMC,Female,49,24774,199154
San Antonio,Spring,Jeep,Female,66,32132,289665
San Antonio,Spring,Chevrolet,Male,69,38554,88068
Philladephia,Summer,Chevrolet,Female,43,30031,152547
Philladephia,Spring,Kia,Female,66,37407,235375
Austin,Summer,Hyundai,Male,63,16773,60556
NYC,Fall,Ram,Male,61,26896,135764
San Diego,Winter,Ford,Male,25,47737,237242
San Diego,Spring,Hyundai,Female,26,12822,68240
Seattle,Winter,Kia,Male,27,13546,90958
Chicago,Spring,Toyota,Male,62,34334,286791
San Antonio,Winter,Toyota,Male,41,46951,184586
LA,Winter,Jeep,Female,50,37345,89132
Houston,Spring,Ford,Male,33,28229,255962
Seattle,Winter,Chevrolet,Female,61,43601,61699
Columbus,Winter,Honda,Male,77,44266,77871
San Antonio,Summer,GMC,Female,70,48199,279082
San Diego,Spring,Ford,Female,39,27466,196375
Columbus,Fall,Subaru,Female,40,38048,230089
LA,Spring,Ram,Female,34,30399,258274
Chicago,Fall,GMC,Male,78,31095,129051
Chicago,Summer,Kia,Female,20,17295,296049
Philladephia,Fall,Subaru,Female,31,10644,299095
NYC,Spring,Ram,Male,70,44531,204661
San Diego,Spring,Ford,Female,16,30596,57943
Columbus,Fall,Nissan,Female,32,18546,242710
NYC,Fall,Honda,Female,21,31827,206477
Chicago,Winter,Ram,Male,42,22037,107152
LA,Spring,Ford,Female,43,32360,157462
Seattle,Winter,Ford,Female,23,17898,241928
Houston,Spring,Toyota,Male,41,40940,233165
Austin,Spring,Ram,Male,42,41879,232621
Phoenix,Spring,Jeep,Female,35,36015,154228
San Diego,Summer,Chevrolet,Male,30,25937,197596
Phoenix,Winter,GMC,Female,74,46113,84714
Chicago,Winter,Ram,Male,78,44648,211157
San Antonio,Fall,Kia,Male,21,33683,273023
LA,Spring,Nissan,Male,35,48671,64812
Columbus,Spring,Honda,Male,42,13524,106123
Seattle,Summer,Ford,Female,30,36318,79946
Houston,Summer,Jeep,Male,67,45462,150611
Columbus,Winter,Ram,Female,39,31520,268740
Houston,Fall,GMC,Male,61,32861,232778
Phoenix,Summer,Kia,Male,73,43488,243005
LA,Winter,Subaru,Female,44,12885,264397
Austin,Fall,Chevrolet,Female,72,25334,178746
Chicago,Spring,Ram,Female,18,40004,142283
Houston,Winter,Chevrolet,Female,77,25341,49962
Phoenix,Winter,Jeep,Female,74,20554,191010
Houston,Winter,Nissan,Female,60,42511,243169
Phoenix,Winter,Hyundai,Female,52,27377,75528
NYC,Winter,Chevrolet,Female,64,46545,258714
Seattle,Winter,Nissan,Male,78,38925,61567
San Diego,Spring,Ford,Female,62,20320,75980
San Diego,Spring,Kia,Male,40,14256,144354
Columbus,Fall,Nissan,Male,50,39855,142289
LA,Summer,Nissan,Female,47,17957,55794
Seattle,Spring,Subaru,Female,69,32088,138253
Austin,Summer,Subaru,Female,30,14432,291016
Phoenix,Summer,Honda,Male,67,28385,235931
Chicago,Spring,Chevrolet,Female,39,29911,178519
San Diego,Summer,Subaru,Male,77,46061,146431
Columbus,Spring,Ram,Male,16,22191,245772
Austin,Spring,Toyota,Male,40,38471,296052
Seattle,Winter,Nissan,Male,36,30752,247857
Phoenix,Spring,Kia,Female,27,17468,293852
Austin,Fall,Subaru,Male,32,44549,77436
San Antonio,Spring,Ram,Female,57,33658,286872
San Diego,Winter,Nissan,Female,67,16821,281278
Seattle,Summer,GMC,Male,31,43874,68869
Philladephia,Spring,GMC,Female,60,39330,110032
LA,Spring,Kia,Male,20,15989,115131
Houston,Fall,Kia,Female,42,47764,289886
Seattle,Fall,Kia,Male,18,40986,140904
Phoenix,Winter,Chevrolet,Female,66,46381,43382
San Antonio,Winter,Honda,Female,72,42267,180843
Chicago,Summer,Toyota,Male,73,26018,61477
Seattle,Fall,Toyota,Male,44,23521,255605
Houston,Summer,Ram,Female,42,41872,295936
San Antonio,Winter,Hyundai,Female,18,38580,88989
Austin,Spring,Ram,Male,19,41257,138783
San Diego,Spring,Honda,Male,63,32698,269600
Philladephia,Spring,Honda,Female,30,37807,267985
Philladephia,Spring,Ram,Female,68,31085,173715
Houston,Fall,Ram,Male,68,48685,76828
San Diego,Winter,Kia,Female,64,35037,145074
Seattle,Winter,Chevrolet,Male,52,21918,236832
LA,Summer,GMC,Female,50,40607,116422
Phoenix,Spring,Hyundai,Male,37,42429,147844
Houston,Spring,Kia,Female,78,13830,218309
Phoenix,Summer,Ford,Male,29,11088,65701
Austin,Spring,Ford,Female,74,43367,247095
Austin,Spring,Kia,Male,75,30545,222020
Philladephia,Spring,Ford,Male,47,25977,280847
NYC,Spring,Nissan,Female,34,41227,200527
Houston,Fall,Jeep,Male,19,34634,93350
Philladephia,Summer,Ram,Female,71,47849,129873
Chicago,Summer,Hyundai,Female,48,24057,252570
Chicago,Fall,Nissan,Female,43,26600,176913
Columbus,Winter,Nissan,Male,46,26681,139803
Columbus,Winter,Ram,Male,37,12708,145666
NYC,Winter,Nissan,Male,42,34130,104706
NYC,Fall,Chevrolet,Male,57,10523,91708
Houston,Spring,Hyundai,Male,43,12409,138766
Seattle,Summer,Ford,Male,23,15544,43445
San Diego,Summer,Toyota,Female,71,34975,261147
Columbus,Summer,Subaru,Female,49,42363,259542
NYC,Winter,GMC,Male,65,22172,241667
Chicago,Winter,Kia,Male,57,37867,101412
San Antonio,Summer,Toyota,Male,70,24870,187356
San Antonio,Winter,Jeep,Male,38,37274,279216
Houston,Spring,Honda,Female,62,32575,290869
San Diego,Fall,Nissan,Female,35,25888,129012
Houston,Winter,Honda,Female,68,39128,187032
NYC,Fall,Jeep,Female,36,21827,199886
Houston,Spring,Hyundai,Female,76,43956,231599
Houston,Spring,Chevrolet,Female,27,25637,169157
Seattle,Winter,Hyundai,Female,26,33770,259412
Phoenix,Summer,Hyundai,Male,23,38282,40005
San Diego,Spring,Jeep,Male,44,19090,249954
San Diego,Fall,Kia,Male,60,44765,101544
Phoenix,Winter,Jeep,Male,50,34868,257067
Philladephia,Fall,Ram,Male,30,33549,90625
Philladephia,Summer,Ford,Female,35,41229,237093
Columbus,Spring,Kia,Female,74,15047,62978
Philladephia,Spring,Toyota,Female,57,35876,274413
Philladephia,Winter,Ram,Female,55,46997,87793
Seattle,Winter,Nissan,Male,33,17164,157999
Seattle,Summer,Honda,Female,46,30427,283397
Houston,Summer,Ford,Male,19,16783,199870
LA,Summer,Ram,Female,75,14651,69821
San Antonio,Summer,Subaru,Male,59,47783,77879
Philladephia,Winter,Chevrolet,Male,32,35213,277379
Austin,Winter,Toyota,Male,56,44171,216207
NYC,Winter,GMC,Male,26,14676,118408
San Diego,Fall,Subaru,Male,22,32510,276582
Chicago,Spring,Jeep,Female,69,26151,153854
Seattle,Summer,Ford,Female,45,17979,215184
San Diego,Fall,Nissan,Male,35,20666,259455
LA,Winter,Subaru,Male,69,41564,229887
San Diego,Fall,Kia,Male,66,16060,208972
Phoenix,Summer,Kia,Male,20,35480,221771
Columbus,Winter,Ram,Male,24,33361,275546
NYC,Spring,Subaru,Female,65,24835,104372
Chicago,Winter,Hyundai,Male,60,37438,81067
Philladephia,Fall,Toyota,Male,52,34284,208973
Houston,Summer,Hyundai,Male,49,48034,177913
Houston,Summer,Hyundai,Female,38,47444,215203
Austin,Winter,Toyota,Female,20,30116,244231
NYC,Winter,Toyota,Female,56,48486,211573
San Diego,Spring,Chevrolet,Male,36,20846,285600
Houston,Spring,Kia,Male,68,35348,136110
Philladephia,Spring,Ford,Female,47,20632,267378
NYC,Spring,Toyota,Male,72,12612,135013
San Diego,Fall,Subaru,Female,60,40854,222327
San Antonio,Winter,Toyota,Female,68,11952,149265
San Diego,Fall,Toyota,Female,30,12268,197351
San Antonio,Summer,Nissan,Male,62,36328,265586
Phoenix,Spring,Nissan,Female,75,34161,250879
LA,Summer,Toyota,Female,69,10547,154837
NYC,Fall,Chevrolet,Female,65,35368,53672
NYC,Fall,Jeep,Male,35,28115,200321
LA,Fall,Nissan,Female,37,35733,48482
Philladephia,Fall,Honda,Male,29,39100,177849
Seattle,Summer,Nissan,Male,52,23871,230401
NYC,Winter,GMC,Male,57,30368,247267
Columbus,Winter,Kia,Female,69,46526,275038
NYC,Fall,Subaru,Female,65,48798,296415
San Diego,Spring,Ram,Female,62,26946,118602
Houston,Fall,Hyundai,Male,26,29609,104068
Columbus,Winter,Nissan,Female,69,43488,154453
LA,Fall,Hyundai,Male,30,44757,250774
Phoenix,Summer,Subaru,Male,19,16651,165814
Phoenix,Spring,Honda,Female,75,22320,199683
NYC,Fall,Kia,Male,54,10163,191930
NYC,Summer,Subaru,Male,32,49131,161455
Philladephia,Winter,Ram,Female,33,12893,63561
LA,Spring,Nissan,Male,44,16072,198916
Seattle,Spring,Nissan,Male,72,16485,186910
Columbus,Summer,GMC,Male,48,35213,252331
Chicago,Fall,Ford,Female,63,28995,181645
Houston,Fall,Kia,Female,51,22057,230562
Seattle,Fall,Nissan,Male,77,48753,221343
Philladephia,Winter,Hyundai,Female,33,19154,229885
San Diego,Spring,Nissan,Male,73,38380,64383
Phoenix,Winter,Nissan,Female,33,11350,68398
Philladephia,Winter,Ford,Male,65,47879,112478
Chicago,Spring,Ram,Female,16,38113,129129
Houston,Winter,Jeep,Male,56,18655,222465
Chicago,Spring,GMC,Male,65,14948,289932
Phoenix,Fall,Ram,Female,27,26723,207539
Seattle,Fall,GMC,Female,55,43502,169894
Phoenix,Spring,Chevrolet,Male,45,48206,139024
Phoenix,Fall,Ram,Male,21,27525,88297
Houston,Spring,Subaru,Male,25,39220,142201
NYC,Winter,Toyota,Male,21,18667,125147
Chicago,Spring,Ram,Female,25,18699,154617
San Antonio,Summer,Honda,Male,60,14158,169443
Chicago,Spring,Ford,Female,61,11641,54616
San Diego,Winter,Hyundai,Male,40,47443,145378
San Diego,Spring,Chevrolet,Female,66,44341,271773
LA,Spring,Honda,Female,42,16443,134122
Austin,Fall,Chevrolet,Male,72,30649,207817
Phoenix,Summer,GMC,Female,23,35389,241975
Philladephia,Fall,Subaru,Male,41,24015,115822
LA,Winter,Jeep,Female,44,32577,210518
Austin,Fall,Jeep,Female,30,31336,204316
Columbus,Spring,Toyota,Female,52,12212,234660
Chicago,Winter,Chevrolet,Male,41,17787,140508
Seattle,Spring,Chevrolet,Female,50,46211,179720
Phoenix,Fall,GMC,Male,55,36999,146354
LA,Fall,Honda,Male,21,22544,230963
Phoenix,Fall,Chevrolet,Female,44,17259,101690
Austin,Winter,Kia,Male,16,26388,74324
Austin,Winter,Toyota,Male,23,37105,249324
Phoenix,Summer,Nissan,Female,70,34375,256519
Seattle,Fall,Chevrolet,Male,37,43742,255031
Phoenix,Summer,Subaru,Male,49,39188,96567
Philladephia,Summer,Ram,Female,28,40358,195143
Columbus,Fall,Kia,Female,22,17622,91341
Austin,Winter,GMC,Female,63,34842,72318
Columbus,Winter,Kia,Female,45,10786,215485
Houston,Winter,Honda,Male,62,36823,66323
Seattle,Winter,Kia,Male,46,18552,233028
Austin,Fall,Subaru,Male,17,24701,264186
Houston,Spring,GMC,Male,73,19871,225576
Chicago,Winter,Subaru,Male,37,36434,119561
Houston,Summer,Kia,Male,55,19748,96188
Seattle,Fall,Kia,Female,71,14113,278460
Philladephia,Winter,Chevrolet,Male,66,33938,166999
LA,Fall,Nissan,Female,59,18413,69006
Seattle,Summer,Hyundai,Female,76,19555,274267
San Antonio,Winter,Jeep,Male,57,44507,92217
Houston,Spring,GMC,Male,62,26115,190404
Phoenix,Summer,Hyundai,Female,30,28971,245388
Chicago,Summer,Hyundai,Female,40,27780,254241
Seattle,Winter,Ram,Male,49,37897,192082
San Diego,Spring,Subaru,Female,48,47672,213786
NYC,Spring,GMC,Female,49,22153,73926
Columbus,Fall,Kia,Female,63,29004,142932
LA,Spring,GMC,Female,25,16160,196540
LA,Fall,Kia,Female,66,24980,62106
San Diego,Winter,Hyundai,Male,59,45138,139130
Phoenix,Summer,Chevrolet,Female,57,19002,71835
Philladephia,Summer,Hyundai,Male,77,15516,218644
Houston,Fall,Kia,Female,39,15300,66248
NYC,Winter,Kia,Female,19,39899,83378
Columbus,Winter,Chevrolet,Male,43,38027,92393
Seattle,Spring,Nissan,Female,32,44017,94174
Philladephia,Spring,Toyota,Female,25,36526,105547
Chicago,Summer,Jeep,Female,56,10478,94086
Columbus,Fall,Jeep,Female,53,15341,221600
Houston,Summer,Hyundai,Male,51,44649,199079
Seattle,Spring,Ford,Female,57,17882,163958
Phoenix,Spring,Hyundai,Female,45,39734,242101
San Antonio,Spring,Hyundai,Female,23,21172,67750
Houston,Winter,Ford,Male,76,35900,59385
San Antonio,Summer,Subaru,Male,24,46147,116419
Seattle,Fall,Ford,Male,38,49986,52404
San Diego,Fall,Subaru,Female,74,18397,259869
NYC,Summer,Kia,Male,22,32211,100862
San Antonio,Spring,Jeep,Female,34,25843,274256
San Diego,Winter,Subaru,Male,69,43615,106333
Houston,Summer,Jeep,Male,59,36883,144454
San Diego,Spring,Chevrolet,Female,45,15919,200006
Philladephia,Spring,Hyundai,Female,53,44333,217148
Columbus,Summer,Nissan,Female,63,28945,270658
Philladephia,Summer,GMC,Female,44,14781,168219
LA,Summer,Chevrolet,Female,77,27792,168487
Chicago,Spring,Ram,Male,74,41442,60398
Chicago,Summer,Ram,Female,54,48955,276760
Seattle,Fall,GMC,Male,41,27517,125706
Philladephia,Winter,Ram,Female,44,17047,64682
Seattle,Summer,Honda,Male,19,30420,55491
Houston,Winter,Jeep,Male,76,48413,291193
Houston,Spring,GMC,Male,62,37999,162553
Columbus,Summer,Toyota,Male,30,24505,135479
Houston,Spring,Nissan,Male,57,22040,136888
Houston,Winter,Hyundai,Female,47,26379,127879
San Antonio,Spring,Hyundai,Male,40,12347,138093
Columbus,Winter,Toyota,Male,63,44226,112675
LA,Winter,Chevrolet,Male,76,37267,290232
Seattle,Fall,GMC,Female,71,27020,296918
Chicago,Fall,Nissan,Female,51,48353,130504
Philladephia,Summer,Ford,Male,25,43536,249077
Chicago,Summer,Hyundai,Male,40,42022,261553
San Diego,Fall,Ford,Female,34,16270,71698
San Diego,Winter,Kia,Male,71,28987,169215
LA,Spring,Subaru,Male,23,41873,141379
Houston,Fall,Ford,Female,50,22263,258277
San Antonio,Fall,Jeep,Female,18,27492,99461
NYC,Fall,Jeep,Female,78,43860,221200
LA,Summer,Honda,Female,47,19994,171405
San Antonio,Winter,Hyundai,Female,52,41437,228401
Columbus,Spring,Honda,Female,53,46866,182480
Phoenix,Summer,Chevrolet,Female,46,41505,152163
NYC,Summer,Ram,Male,37,17165,51859
Austin,Fall,Jeep,Male,56,47996,57790
Phoenix,Winter,Ford,Female,26,49423,165847
San Antonio,Fall,Honda,Female,78,23655,112456
Seattle,Summer,Nissan,Male,39,28192,92537
San Diego,Winter,Kia,Female,78,16555,175707
Austin,Winter,Chevrolet,Male,62,22098,64902
Phoenix,Summer,Toyota,Female,72,19814,80146
Columbus,Summer,Kia,Male,61,22670,199936
LA,Fall,Jeep,Female,52,48011,123203
Houston,Fall,Subaru,Male,23,47662,169326
Chicago,Spring,Chevrolet,Male,57,41986,75135
Seattle,Summer,Chevrolet,Female,47,40824,134754
Phoenix,Summer,Honda,Female,49,16287,170593
Houston,Winter,Hyundai,Male,40,34270,252473
San Antonio,Winter,Nissan,Male,49,28998,76076
Seattle,Fall,Ram,Female,27,43536,236247
LA,Summer,Jeep,Female,27,37987,193237
Columbus,Spring,GMC,Female,61,28242,64024
Phoenix,Spring,Honda,Female,75,40788,195667
Columbus,Summer,GMC,Female,37,47097,114381
NYC,Fall,Honda,Female,77,32510,272323
Philladephia,Winter,Toyota,Female,49,38941,121724
Austin,Spring,Kia,Female,73,38704,183842
Seattle,Spring,GMC,Male,76,46530,55718
NYC,Summer,Ram,Male,33,49709,221615
Austin,Fall,GMC,Male,26,27732,248756
NYC,Winter,GMC,Male,18,12289,85915
Austin,Winter,Chevrolet,Female,60,44027,215915
Columbus,Winter,Kia,Male,48,46325,65456
Houston,Spring,Nissan,Male,19,10708,111395
NYC,Summer,Ram,Female,59,17420,169472
San Diego,Summer,Jeep,Male,44,23046,53719
Columbus,Summer,Subaru,Male,52,25238,237952
Columbus,Summer,Toyota,Female,66,38054,279468
LA,Summer,Toyota,Male,55,16245,276093
LA,Winter,Jeep,Male,65,15797,299404
San Antonio,Summer,Ford,Male,24,17887,96147
Philladephia,Summer,Honda,Male,51,18329,78222
San Diego,Fall,Ford,Female,33,44852,130767
LA,Summer,Ram,Male,36,22183,232500
Chicago,Spring,Hyundai,Male,43,43104,267648
Philladephia,Summer,Subaru,Male,37,27584,170731
Chicago,Spring,Subaru,Female,31,12474,114960
Houston,Fall,Ford,Male,56,36220,227248
San Diego,Summer,GMC,Male,27,46685,250389
San Antonio,Winter,Toyota,Male,75,11285,209220
Columbus,Spring,Hyundai,Male,54,11468,147526
San Diego,Winter,Toyota,Male,55,28260,175195
Philladephia,Winter,GMC,Male,59,35020,247281
Houston,Summer,Nissan,Male,63,48835,260399
Columbus,Spring,GMC,Female,59,34529,114451
LA,Summer,Nissan,Male,74,15025,211351
Chicago,Fall,Kia,Female,59,30093,65277
Chicago,Summer,Ram,Male,23,16520,46273
Philladephia,Summer,Honda,Female,63,10250,104845
Austin,Winter,Honda,Male,16,31265,194936
Seattle,Winter,Subaru,Female,25,34957,188885
Austin,Spring,GMC,Male,31,39430,84180
Phoenix,Fall,Kia,Female,53,17974,115023
Philladephia,Fall,Subaru,Female,23,44306,229744
San Antonio,Spring,Chevrolet,Female,52,27777,120748
Philladephia,Fall,Nissan,Female,76,19312,105369
LA,Summer,Ram,Female,56,23746,173687
LA,Summer,GMC,Female,25,35018,262011
Austin,Winter,GMC,Male,35,14843,287865
Chicago,Summer,Toyota,Female,34,11414,244774
Houston,Winter,Ram,Male,65,42695,188376
Austin,Spring,Ford,Male,47,37688,129634
LA,Summer,Subaru,Female,60,11304,77923
Austin,Winter,Kia,Male,52,38004,240321
Seattle,Winter,Toyota,Female,17,35916,155538
NYC,Summer,Jeep,Male,18,32574,271653
NYC,Fall,Toyota,Male,30,49872,211932
Seattle,Summer,Ram,Male,53,35669,237060
Philladephia,Summer,Ram,Female,61,30897,228082
San Antonio,Summer,Nissan,Male,66,46430,86366
Phoenix,Spring,Jeep,Female,57,11112,294003
LA,Fall,Ram,Female,20,35873,174020
Austin,Fall,Hyundai,Male,26,37853,131760
Seattle,Summer,GMC,Female,47,25920,148609
Philladephia,Winter,Toyota,Female,55,34602,171989
Chicago,Summer,Toyota,Female,36,24724,43690
Chicago,Summer,GMC,Male,65,40717,209390
San Diego,Summer,Kia,Female,77,40987,227797
San Diego,Fall,Nissan,Female,74,41157,41837
Columbus,Spring,Ford,Male,36,24564,156107
Houston,Fall,Nissan,Male,51,17887,45973
LA,Fall,Subaru,Female,77,42639,246637
Columbus,Spring,Honda,Male,62,27353,95804
Austin,Spring,Hyundai,Male,36,14783,170136
San Diego,Winter,Chevrolet,Male,39,33372,124725
Philladephia,Fall,Hyundai,Female,30,20819,150615
Philladephia,Summer,Toyota,Female,46,26610,136236
Chicago,Spring,Ram,Female,58,29261,79201
Houston,Spring,Toyota,Male,68,18355,165144
San Antonio,Fall,GMC,Male,45,42276,177240
Houston,Spring,Chevrolet,Female,26,15960,169160
Seattle,Winter,Subaru,Male,56,46420,117661
NYC,Winter,Ram,Female,42,41959,267254
Seattle,Spring,Toyota,Female,22,45965,118344
Houston,Winter,Chevrolet,Female,75,47795,57496
Chicago,Winter,Subaru,Male,25,29674,187844
NYC,Fall,Subaru,Male,51,40099,135424
NYC,Spring,Ram,Male,60,47770,138146
Seattle,Fall,Subaru,Male,40,29021,109261
Chicago,Spring,Jeep,Male,59,14940,98699
Austin,Summer,Jeep,Male,63,41076,297955
LA,Spring,Subaru,Female,43,40695,266031
Phoenix,Winter,Ram,Female,18,49629,219651
Houston,Winter,Toyota,Male,33,18400,71109
San Diego,Summer,Nissan,Female,51,27296,52664
Chicago,Winter,Nissan,Male,74,49073,199512
Philladephia,Spring,Kia,Male,49,45394,195274
Chicago,Fall,Chevrolet,Female,48,14062,237481
Houston,Winter,Kia,Female,66,41643,199406
LA,Fall,Toyota,Female,19,45801,214752
LA,Fall,Honda,Male,29,35752,202356
San Diego,Fall,Hyundai,Female,38,42779,217879
Seattle,Fall,Chevrolet,Male,64,35681,168314
LA,Summer,Honda,Female,18,28947,276830
Seattle,Fall,Chevrolet,Male,48,40315,166018
Phoenix,Fall,Kia,Male,36,30261,207662
LA,Spring,Honda,Male,75,17365,95482
San Antonio,Fall,GMC,Female,73,21880,113655
Austin,Fall,Ford,Male,36,49849,109414
Chicago,Fall,Hyundai,Male,68,14948,252605
Austin,Summer,Kia,Female,58,42011,92480
Austin,Fall,Hyundai,Male,54,35192,54311
Houston,Winter,Kia,Male,34,30775,247942
Seattle,Fall,GMC,Female,61,38493,190632
San Antonio,Fall,Nissan,Male,42,19576,112522
San Diego,Summer,Honda,Male,74,47260,113599
Phoenix,Fall,Honda,Female,51,18271,83800
Houston,Winter,Honda,Male,59,33759,79734
Seattle,Winter,Subaru,Male,43,33306,145128
Austin,Fall,Hyundai,Male,54,19518,179088
Houston,Summer,Honda,Male,33,17622,63165
Seattle,Winter,GMC,Female,37,47514,117438
San Diego,Spring,Chevrolet,Female,51,40815,161752
San Antonio,Summer,Chevrolet,Male,66,11175,95230
Seattle,Summer,Toyota,Female,71,42364,83833
Columbus,Summer,Honda,Male,31,39177,213674
Chicago,Winter,Ford,Male,55,44392,273729
Houston,Spring,Subaru,Male,31,11414,65212
Phoenix,Fall,Chevrolet,Male,49,29155,177017
NYC,Winter,Chevrolet,Male,53,30159,291584
